,trip_id,time,rel_dist,route_id,direction_id,shape_id,geometry
4236,B20171105WKD_055100_A..N54R,10:00:00,0.6282326681815992,A,0.0,A..N54R,POINT (-73.99598949135172 40.74872119928702)
4238,B20171105WKD_055100_D..S07R,10:00:00,0.5813310345521704,D,1.0,D..S07R,POINT (-73.99397600678114 40.71356961848512)
4240,B20171105WKD_055250_D..N07R,10:00:00,0.49951059028216216,D,0.0,D..N07R,POINT (-73.99723683433567 40.73681530392878)
4241,B20171105WKD_055350_C..N04R,10:00:00,0.6900281707675696,C,0.0,C..N04R,POINT (-73.98809705035832 40.75955597780735)
4242,B20171105WKD_055350_R..N93R,10:00:00,0.4813752365216715,R,0.0,R..N93R,POINT (-73.9904040289702 40.73650467082199)
4243,B20171105WKD_055400_E..S71R,10:00:00,0.9145537942823438,E,1.0,E..S71R,POINT (-74.00026615373184 40.73265176301425)
4245,B20171105WKD_055500_J..N12R,10:00:00,0.7747010112897244,J,0.0,J..N12R,POINT (-73.85213683597352 40.69367209458859)
4246,B20171105WKD_055500_J..S12R,10:00:00,0.8373212577763565,J,1.0,J..S12R,POINT (-73.97978755575438 40.7158955083293)
4247,B20171105WKD_055550_F..S69R,10:00:00,0.5569755162407055,F,1.0,F..S69R,POINT (-73.99921308327286 40.734099069403)
4249,B20171105WKD_055650_F..N69R,10:00:00,0.41912764908891537,F,0.0,F..N69R,POINT (-73.99889434691114 40.72643150682233)
4251,B20171105WKD_055700_C..S04R,10:00:00,0.6524567406953655,C,1.0,C..S04R,POINT (-73.97510026778397 40.68658259822043)
4256,B20171105WKD_055800_A..N54R,10:00:00,0.5513509247278885,A,0.0,A..N54R,POINT (-74.00522080212552 40.72256282829238)
4257,B20171105WKD_055800_E..N66R,10:00:00,0.8618963454390057,E,0.0,E..N66R,POINT (-73.8309343728566 40.71440473918464)
4259,B20171105WKD_055850_B..N46R,10:00:00,0.7304589203906385,B,0.0,B..N46R,POINT (-73.98014800568751 40.76222769342986)
